,ID_Tag,OBSPRED_ID,eDNA_ID,Site_ID,FWSsite,GNIS_NAME,WATERBODY,ELEV,SLOPE,CUMDRAINAG,BT_0BRK,S1_93_11,MA_Hist,MS_Hist,W95_Hist,W99_Hist,CFM_Hist,ID,VB_CLASS,Error_Flag,OBSPRED__1,HUC8,HUC_Name,Z,E,N,Z_1,E_1,N_1,BUT1_PCR_D,BUT1_Wells,BUT1_Ct1,BUT1_Ct2,BUT1_Ct3,BRK2_PCR_D,BRK2_Wells,BRK2_Ct1,BRK2_Ct2,BRK2_Ct3,BRK2_Quant,Patch,MA_2040.N.16.6,MA_2080.N.16.6,MS_2040.N.16.6,MS_2080.N.16.6,W95_2040.N.16.6,W95_2080.N.16.6,W99_2040.N.16.6,W99_2080.N.16.6,CFM_2040.N.16.6,CFM_2080.N.16.6,S30_2040D.N.19.11,S32_2080D.N.19.11
202,100490,202,17010201-494-2,494-2,1,Barker Creek,0,2089.69,0.07739,19.23,0.865949,7.87,7.989549457,8.027433189,0.551724138,0.172413793,207.3448276,0,0,0,202,17010201,Upper Clark Fork,12,336136,5110971,12,336136,5110971,9/30/2015,3,34.973335,35.138367,35.267292,1/12/2017,0,45,45,45,0,574,8.106002,8.450029,5.730351,5.219779,1.413793,3.862069,0.206897,0.586207,197,187.655172,9,9.83
203,100491,213,17010201-513-2,513-2,1,Barker Creek,0,1849.47,0.0703,31.45,0.865949,9.17,12.27780455,12.73975204,0.620689655,0.172413793,207.9655172,0,0,0,213,17010201,Upper Clark Fork,12,336002,5113456,12,336002,5113456,9/30/2015,3,34.615314,34.537956,34.882824,1/12/2017,0,45,45,45,0,574,12.430839,12.946611,8.991179,8.167314,1.413793,3.655172,0.206897,0.482759,197.551724,188.275862,10.35,11.22
204,100492,212,17010201-513-3,513-3,1,Barker Creek,0,1938.97,0.0703,31.45,0.865949,8.69,12.27780455,12.73975204,0.620689655,0.172413793,207.9655172,0,0,0,212,17010201,Upper Clark Fork,12,335855,5112582,12,335855,5112582,9/30/2015,3,35.010918,35.294289,35.298985,1/16/2017,0,45,45,45,0,574,12.430839,12.946611,8.991179,8.167314,1.413793,3.655172,0.206897,0.482759,197.551724,188.275862,9.86,10.7
205,100493,177,17010201-485-1,485-1,0,NA,0,1984.92,0.09005,10.59,0.865949,8.21,3.958717415,4.37927069,0.620689655,0.103448276,209.4827586,0,0,0,177,17010201,Upper Clark Fork,12,335709,5111858,12,335709,5111858,10/1/2015,3,36.238258,36.957874,36.043053,10/27/2016,0,45,45,45,0,574,3.993514,4.152831,2.976605,2.67761,1.344828,3.275862,0.206897,0.37931,198.896552,189.517241,9.36,10.19
206,100494,113,17010201-436-1,436-1,0,East Fork Twin Lakes Creek,0,2526.36,0.09113,4.27,0.94298,5.56,1.822569608,1.864471213,0.137931034,0,214.8965517,0,0,0,113,17010201,Upper Clark Fork,12,330367,5104528,12,330367,5104528,9/30/2015,0,45,45,45,10/27/2016,0,45,45,45,0,578,1.831724,1.891775,1.203266,0.910036,0.172414,0.724138,0,0.172414,206.172414,196.862069,6.6,7.36
207,100495,133,17010201-467-2,467-2,0,East Fork Twin Lakes Creek,0,2195.4,0.06416,18.83,0.94298,7.3,7.187087573,7.616583691,0.344827586,0.068965517,210.1724138,9346,1,0,133,17010201,Upper Clark Fork,12,329428,5108038,12,329428,5108038,9/30/2015,0,45,45,45,10/27/2016,0,45,45,45,0,578,7.285681,7.573816,5.189821,4.43189,0.758621,2.37931,0.206897,0.413793,199.931034,190.862069,8.41,9.22
208,100496,134,17010201-467-1,467-1,0,East Fork Twin Lakes Creek,0,2146.4,0.06416,18.83,0.94298,7.42,7.187087573,7.616583691,0.344827586,0.068965517,210.1724138,9322,1,0,134,17010201,Upper Clark Fork,12,329377,5109050,12,329377,5109050,9/30/2015,3,37.145275,36.73621,38.265266,1/16/2017,2,40.302563,39.629654,45,0.996383,578,7.285681,7.573816,5.189821,4.43189,0.758621,2.37931,0.206897,0.413793,199.931034,190.862069,8.53,9.34
209,100497,128,17010201-459-1,459-1,0,East Fork Twin Lakes Creek,0,2402.05,0.05658,6.57,0.94298,7.25,3.140185467,3.266268135,0.172413793,0,213.9310345,0,0,0,128,17010201,Upper Clark Fork,12,330560,5105392,12,330560,5105392,9/30/2015,0,45,45,45,3/20/2017,0,45,45,45,0,578,3.158724,3.267594,2.127428,1.673942,0.241379,0.862069,0.034483,0.206897,204.689655,195.172414,8.36,9.16
210,100498,132,17010201-467-3,467-3,0,East Fork Twin Lakes Creek,0,2243.5,0.06416,18.83,0.94298,7.04,7.187087573,7.616583691,0.344827586,0.068965517,210.1724138,0,0,0,132,17010201,Upper Clark Fork,12,329638,5107093,12,329638,5107093,9/30/2015,0,45,45,45,1/16/2017,0,45,45,45,0,578,7.285681,7.573816,5.189821,4.43189,0.758621,2.37931,0.206897,0.413793,199.931034,190.862069,8.14,8.94
211,100499,131,17010201-467-4,467-4,0,East Fork Twin Lakes Creek,0,2340.02,0.06416,18.83,0.94298,6.59,7.187087573,7.616583691,0.344827586,0.068965517,210.1724138,0,0,0,131,17010201,Upper Clark Fork,12,329887,5106328,12,329887,5106328,9/30/2015,0,45,45,45,1/16/2017,0,45,45,45,0,578,7.285681,7.573816,5.189821,4.43189,0.758621,2.37931,0.206897,0.413793,199.931034,190.862069,7.67,8.46
212,100500,112,17010201-442-1,442-1,0,Twin Lakes Creek,0,2433.67,0.06597,3.02,0.94298,5.9,1.446118528,1.48667721,0.103448276,0,217.9310345,0,0,0,112,17010201,Upper Clark Fork,12,328194,5104092,12,328194,5104092,9/30/2015,0,45,45,45,10/27/2016,0,45,45,45,0,578,1.445121,1.487672,0.912242,0.648173,0.068966,0.517241,0,0.103448,209.689655,199.793103,6.95,7.72
213,100501,114,17010201-447-1,447-1,0,NA,0,2423.15,0.06338,2.73,0.94298,6.53,1.299866973,1.334389688,0.103448276,0,215.862069,0,0,0,114,17010201,Upper Clark Fork,12,328124,5104100,12,328124,5104100,9/30/2015,0,45,45,45,1/16/2017,0,45,45,45,0,578,1.305003,1.346743,0.84589,0.626802,0.172414,0.586207,0,0.137931,207.241379,197.551724,7.61,8.39
214,100502,123,17010201-458-1,458-1,1,Twin Lakes Creek,0,2326.82,0.03723,9.12,0.94298,7.09,3.708416432,3.789402429,0.103448276,0,213.1034483,9431,1,0,123,17010201,Upper Clark Fork,12,328728,5105071,12,328728,5105071,9/30/2015,3,33.608921,33.569252,33.894077,1/16/2017,2,39.341316,39.383167,45,1.425296,578,3.745328,3.876773,2.513576,1.967097,0.172414,1,0,0.172414,203.862069,194.758621,8.19,8.99
215,100503,135,17010201-468-1,468-1,1,Twin Lakes Creek,0,2314.24,0.06242,10.51,0.94298,7.98,4.064872333,4.148045218,0.172413793,0,211.8275862,0,0,0,135,17010201,Upper Clark Fork,12,329280,5105741,12,329280,5105741,9/30/2015,3,36.965961,36.980595,36.821098,1/16/2017,1,45,40.349758,45,0.382671,578,4.113922,4.262832,2.793369,2.223438,0.310345,1.172414,0.034483,0.206897,202.793103,193.827586,9.12,9.94
216,100504,153,17010201-471-1,471-1,1,Twin Lakes Creek,0,2145.84,0.05119,13.99,0.94298,8.87,5.033117793,5.12223095,0.24137931,0,210,9322,1,0,153,17010201,Upper Clark Fork,12,329321,5109010,12,329321,5109010,9/30/2015,0,45,45,45,10/27/2016,3,39.266289,38.9925,38.135986,6.548996,578,5.115139,5.311488,3.553376,2.919741,0.482759,1.758621,0.206897,0.37931,200.517241,191.896552,10.04,10.89
217,100505,152,17010201-471-2,471-2,1,Twin Lakes Creek,0,2207.48,0.05119,13.99,0.94298,8.67,5.033117793,5.12223095,0.24137931,0,210,9342,1,0,152,17010201,Upper Clark Fork,12,328916,5108134,12,328916,5108134,9/30/2015,0,45,45,45,1/16/2017,3,36.402538,36.870083,37.963852,9.733502,578,5.115139,5.311488,3.553376,2.919741,0.482759,1.758621,0.206897,0.37931,200.517241,191.896552,9.83,10.68
218,100506,151,17010201-471-3,471-3,1,Twin Lakes Creek,0,2257.92,0.05119,13.99,0.94298,8.35,5.033117793,5.12223095,0.24137931,0,210,9361,1,0,151,17010201,Upper Clark Fork,12,328946,5107210,12,328946,5107210,9/30/2015,2,45,39.368053,39.342812,1/16/2017,3,35.647453,35.958618,35.738686,20.438591,578,5.115139,5.311488,3.553376,2.919741,0.482759,1.758621,0.206897,0.37931,200.517241,191.896552,9.5,10.34
219,100507,185,17010201-495-9,495-9,1,Twin Lakes Creek,0,2092.22,0.02689,48.96,0.94298,8.72,16.16883673,16.65675137,0.517241379,0.172413793,207.6896552,0,0,0,185,17010201,Upper Clark Fork,12,329376,5109545,12,329376,5109545,9/30/2015,3,37.171238,37.690041,36.830154,1/16/2017,3,37.779724,38.821812,36.776363,6.561116,578,16.452057,17.111967,11.919292,10.309533,1.241379,3,0.241379,0.586207,198.068966,189.724138,9.89,10.73
220,100578,62,17010201-328-1,328-1,0,Beaver Creek,0,1773.99,0.09901,4.7,0.993597,9.43,0.699581639,0.783899338,2.206896552,0.172413793,200.4827586,0,0,0,62,17010201,Upper Clark Fork,12,357655,5093788,12,357655,5093788,10/21/2015,0,45,45,45,1/16/2017,0,45,45,45,0,484,0.682044,0.693054,0.69341,0.665393,3.37931,3.965517,0.241379,0.344828,196.37931,192.931034,10.62,11.49
224,100579,40,17010201-298-1,298-1,0,Beefstraight Creek,0,1744.21,0.00822,35.62,0.993597,9.72,8.078015525,8.592925554,1.344827586,0.172413793,202.9655172,0,0,0,40,17010201,Upper Clark Fork,12,357517,5093711,12,357517,5093711,10/1/2015,0,45,45,45,1/16/2017,3,32.039761,32.303467,32.098129,201.300349,484,7.934158,8.098315,7.346421,6.972476,2.551724,3.448276,0.241379,0.37931,197.62069,193.103448,10.93,11.8
226,100580,46,17010201-308-1,308-1,0,Beefstraight Creek,0,1771.53,0.05546,33.38,0.993597,8.91,7.716201616,8.188352159,1.310344828,0.172413793,203.137931,0,0,0,46,17010201,Upper Clark Fork,12,357227,5093777,12,357227,5093777,10/1/2015,0,45,45,45,1/16/2017,3,32.751431,32.719204,32.914276,133.733462,484,7.580851,7.739873,6.987716,6.628852,2.517241,3.413793,0.241379,0.37931,197.724138,193.137931,10.08,10.94
227,100581,44,17010201-308-2,308-2,0,Beefstraight Creek,0,1854.09,0.05546,33.38,0.993597,8.76,7.716201616,8.188352159,1.310344828,0.172413793,203.137931,0,0,0,44,17010201,Upper Clark Fork,12,356278,5093942,12,356278,5093942,10/1/2015,0,45,45,45,1/16/2017,3,35.42617,35.969486,35.702412,21.662814,484,7.580851,7.739873,6.987716,6.628852,2.517241,3.413793,0.241379,0.37931,197.724138,193.137931,9.93,10.78
228,100582,45,17010201-308-3,308-3,0,Beefstraight Creek,0,1854.09,0.05546,33.38,0.993597,8.76,7.716201616,8.188352159,1.310344828,0.172413793,203.137931,0,0,0,45,17010201,Upper Clark Fork,12,355328,5093971,12,355328,5093971,10/1/2015,0,45,45,45,1/16/2017,3,35.234818,34.925121,35.280231,30.533549,484,7.580851,7.739873,6.987716,6.628852,2.517241,3.413793,0.241379,0.37931,197.724138,193.137931,9.93,10.78
229,100583,50,17010201-311-1,311-1,0,Beefstraight Creek,0,1914.67,0.04976,14.7,0.993597,8.39,3.471508177,3.716503705,1.413793103,0.172413793,202.2758621,0,0,0,50,17010201,Upper Clark Fork,12,354566,5094284,12,354566,5094284,10/1/2015,0,45,45,45,1/16/2017,3,33.982719,34.176617,33.951324,61.219564,484,3.415719,3.493887,3.211817,3.056486,2.655172,3.655172,0.275862,0.37931,197.034483,192.551724,9.54,10.38
230,100584,54,17010201-319-1,319-1,0,Beefstraight Creek,0,1973.02,0.05114,10.16,0.993597,8.25,2.696199255,2.882500919,1.413793103,0.172413793,202.3448276,0,0,0,54,17010201,Upper Clark Fork,12,353446,5094453,12,353446,5094453,10/1/2015,0,45,45,45,1/16/2017,3,34.782848,34.88364,34.463638,40.25318,484,2.652685,2.713767,2.489708,2.368998,2.689655,3.655172,0.275862,0.37931,197.103448,192.551724,9.4,10.23
231,100585,49,17010201-321-1,321-1,0,Beefstraight Creek,0,2071.87,0.05582,3.49,0.993597,8.71,0.807559894,0.85824676,1.517241379,0.172413793,202.4137931,9607,1,0,49,17010201,Upper Clark Fork,12,352388,5094830,12,352388,5094830,10/1/2015,0,45,45,45,1/21/2016,3,36.524063,35.644909,35.612183,26.208193,484,0.793146,0.811428,0.740568,0.704544,2.655172,3.62069,0.275862,0.37931,197.034483,192.689655,9.88,10.72
232,100586,48,17010201-321-2,321-2,0,Beefstraight Creek,0,2071.87,0.05582,3.49,0.993597,8.71,0.807559894,0.85824676,1.517241379,0.172413793,202.4137931,9598,1,0,48,17010201,Upper Clark Fork,12,351413,5095115,12,351413,5095115,10/1/2015,0,45,45,45,1/16/2017,0,45,45,45,0,484,0.793146,0.811428,0.740568,0.704544,2.655172,3.62069,0.275862,0.37931,197.034483,192.689655,9.88,10.72
233,100587,25,17010201-274-1,274-1,0,Clear Creek,0,2029.33,0.09026,5.85,0.993597,7.85,1.390711693,1.490213995,1.413793103,0.172413793,202.3103448,0,0,0,25,17010201,Upper Clark Fork,12,352314,5094761,12,352314,5094761,10/1/2015,0,45,45,45,1/21/2016,3,40.702564,39.364841,40.350964,1.519522,484,1.369477,1.401041,1.287338,1.224836,2.586207,3.689655,0.275862,0.37931,197.103448,192.517241,8.98,9.8
234,100588,24,17010201-274-2,274-2,0,Clear Creek,0,2101.92,0.09026,5.85,0.993597,7.21,1.390711693,1.490213995,1.413793103,0.172413793,202.3103448,0,0,0,24,17010201,Upper Clark Fork,12,351615,5094105,12,351615,5094105,10/1/2015,0,45,45,45,1/16/2017,0,45,45,45,0,484,1.369477,1.401041,1.287338,1.224836,2.586207,3.689655,0.275862,0.37931,197.103448,192.517241,8.32,9.12
235,100589,35,17010201-299-1,299-1,0,NA,0,2013.32,0.08813,1.5,0.993597,7.79,0.361836292,0.387970176,1.413793103,0.172413793,202.3103448,0,0,0,35,17010201,Upper Clark Fork,12,353477,5094368,12,353477,5094368,10/1/2015,0,45,45,45,1/21/2016,3,34.858559,34.419247,34.262054,67.421869,484,0.356335,0.364541,0.33523,0.318984,2.62069,3.655172,0.275862,0.37931,197.068966,192.517241,8.92,9.74
236,100590,4,17010201-192-1,192-1,0,NA,0,2132.92,0.07397,7.73,0.993597,7.47,1.847919508,1.876888713,0.862068966,0.068965517,206.0689655,0,0,0,4,17010201,Upper Clark Fork,12,352947,5092188,12,352947,5092188,10/1/2015,0,45,45,45,1/21/2016,0,45,45,45,0,484,1.809331,1.840457,1.519929,1.422251,1.862069,2.931034,0.206897,0.275862,199.62069,194.689655,8.59,9.4
237,100591,3,17010201-192-2,192-2,0,NA,0,2132.92,0.07397,7.73,0.993597,7.47,1.847919508,1.876888713,0.862068966,0.068965517,206.0689655,0,0,0,3,17010201,Upper Clark Fork,12,352851,5091205,12,352851,5091205,10/1/2015,0,45,45,45,1/16/2017,0,45,45,45,0,484,1.809331,1.840457,1.519929,1.422251,1.862069,2.931034,0.206897,0.275862,199.62069,194.689655,8.59,9.4
238,100592,2,17010201-192-3,192-3,0,NA,0,2168.35,0.07397,7.73,0.993597,7.2,1.847919508,1.876888713,0.862068966,0.068965517,206.0689655,0,0,0,2,17010201,Upper Clark Fork,12,352546,5090312,12,352546,5090312,10/1/2015,0,45,45,45,1/16/2017,0,45,45,45,0,484,1.809331,1.840457,1.519929,1.422251,1.862069,2.931034,0.206897,0.275862,199.62069,194.689655,8.31,9.11
239,100593,1,17010201-192-4,192-4,0,NA,0,2237.61,0.07397,7.73,0.993597,6.88,1.847919508,1.876888713,0.862068966,0.068965517,206.0689655,0,0,0,1,17010201,Upper Clark Fork,12,352179,5089362,12,352179,5089362,10/1/2015,0,45,45,45,1/16/2017,0,45,45,45,0,484,1.809331,1.840457,1.519929,1.422251,1.862069,2.931034,0.206897,0.275862,199.62069,194.689655,7.97,8.77
240,100594,31,17010201-284-1,284-1,0,NA,0,1890.63,0.06412,15.16,0.993597,8.32,3.642657064,3.801330455,1.068965517,0.172413793,204.2413793,0,0,0,31,17010201,Upper Clark Fork,12,354584,5094258,12,354584,5094258,10/1/2015,0,45,45,45,1/16/2017,3,34.871136,35.072502,34.757004,35.599366,484,3.576769,3.648584,3.182806,3.004552,2.344828,3.37931,0.241379,0.344828,198.310345,193.551724,9.47,10.31
241,100595,30,17010201-284-2,284-2,0,NA,0,1949.07,0.06412,15.16,0.993597,7.97,3.642657064,3.801330455,1.068965517,0.172413793,204.2413793,0,0,0,30,17010201,Upper Clark Fork,12,354049,5093771,12,354049,5093771,10/1/2015,0,45,45,45,1/16/2017,3,36.240887,36.450249,35.841946,16.079133,484,3.576769,3.648584,3.182806,3.004552,2.344828,3.37931,0.241379,0.344828,198.310345,193.551724,9.11,9.93
242,100596,29,17010201-284-3,284-3,0,NA,0,2022.48,0.06412,15.16,0.993597,7.77,3.642657064,3.801330455,1.068965517,0.172413793,204.2413793,0,0,0,29,17010201,Upper Clark Fork,12,353405,5093002,12,353405,5093002,10/1/2015,0,45,45,45,1/16/2017,0,45,45,45,0,484,3.576769,3.648584,3.182806,3.004552,2.344828,3.37931,0.241379,0.344828,198.310345,193.551724,8.9,9.72
243,100597,22,17010201-256-1,256-1,0,Spring Creek,0,2163.47,0.11642,2.93,0.993597,7.16,0.725839269,0.778263527,1.413793103,0.172413793,202.3103448,0,0,0,22,17010201,Upper Clark Fork,12,352897,5092261,12,352897,5092261,10/1/2015,0,45,45,45,1/16/2017,0,45,45,45,0,484,0.714805,0.731266,0.672467,0.639877,2.62069,3.655172,0.275862,0.37931,197.068966,192.517241,8.26,9.07
244,100598,43,17010201-294-1,294-1,0,Beefstraight Creek,0,1668.33,0.03065,45.32,0.993597,10.04,9.571539152,10.26645352,1.482758621,0.172413793,202.6206897,9630,1,0,43,17010201,Upper Clark Fork,12,359892,5094034,12,359892,5094034,10/1/2015,0,45,45,45,1/16/2017,3,31.322241,31.279831,31.32575,227.277506,484,9.390932,9.577513,8.828508,8.393757,2.586207,3.517241,0.206897,0.344828,197.413793,193.103448,11.26,12.15
245,100599,39,17010201-295-1,295-1,0,Beefstraight Creek,0,1707.58,0.03313,42.25,0.993597,9.44,9.071330525,9.705382426,1.482758621,0.172413793,202.7931034,0,0,0,39,17010201,Upper Clark Fork,12,359016,5093749,12,359016,5093749,10/2/2015,0,45,45,45,1/16/2017,3,32.275059,31.766739,31.552837,158.881317,484,8.903008,9.082326,8.331196,7.917,2.586207,3.517241,0.241379,0.344828,197.517241,193.103448,10.64,11.5
246,100604,58,17010201-315-1,315-1,0,NA,0,1707.55,0.06553,2.44,0.993597,10.4,0.383387919,0.429165008,2.275862069,0.137931034,200.5172414,0,0,0,58,17010201,Upper Clark Fork,12,358975,5093837,12,358975,5093837,10/28/2015,0,45,45,45,3/20/2017,1,45,40.9577,45,0.137166667,484,0.374229,0.379755,0.380421,0.364576,3.344828,3.862069,0.241379,0.344828,196.724138,193.275862,11.63,12.53
248,100605,8,17010201-222-1,222-1,0,NA,0,1856.52,0.08266,8.95,0.993597,9.26,1.762103626,1.92062505,1.724137931,0.137931034,201.7586207,0,0,0,8,17010201,Upper Clark Fork,12,357352,5091862,12,357352,5091862,10/14/2015,0,45,45,45,1/21/2016,0,45,45,45,0,484,1.727042,1.758553,1.67273,1.595145,2.965517,3.413793,0.241379,0.310345,197.034483,193.172414,10.45,11.31
249,100606,7,17010201-222-3,222-3,0,NA,0,2012.51,0.08266,8.95,0.993597,8.54,1.762103626,1.92062505,1.724137931,0.137931034,201.7586207,0,0,0,7,17010201,Upper Clark Fork,12,355630,5091424,12,355630,5091424,10/14/2015,0,45,45,45,1/16/2017,0,45,45,45,0,484,1.727042,1.758553,1.67273,1.595145,2.965517,3.413793,0.241379,0.310345,197.034483,193.172414,9.7,10.54
250,100607,28,17010201-260-2,260-2,0,NA,0,1691.82,0.03888,25.92,0.993597,10.92,4.53523343,4.897272948,1.551724138,0.137931034,202.7241379,0,0,0,28,17010201,Upper Clark Fork,12,359574,5093074,12,359574,5093074,10/14/2015,0,45,45,45,1/16/2017,3,33.573101,33.259312,33.809635,50.075459,484,4.42807,4.486437,4.234105,4.019734,2.827586,3.172414,0.241379,0.310345,197.931034,193.965517,12.17,13.09
251,100608,27,17010201-260-3,260-3,0,NA,0,1731.3,0.03888,25.92,0.993597,10.09,4.53523343,4.897272948,1.551724138,0.137931034,202.7241379,0,0,0,27,17010201,Upper Clark Fork,12,358624,5092433,12,358624,5092433,10/14/2015,0,45,45,45,1/16/2017,3,33.304714,33.245461,33.484726,56.934137,484,4.42807,4.486437,4.234105,4.019734,2.827586,3.172414,0.241379,0.310345,197.931034,193.965517,11.31,12.2
252,100609,47,17010201-297-1,297-1,0,NA,0,1660.58,0.0155,71.4,0.993597,10.84,14.12455022,15.18483539,1.551724138,0.172413793,202.6206897,9630,1,0,47,17010201,Upper Clark Fork,12,359943,5094234,12,359943,5094234,10/14/2015,0,45,45,45,1/16/2017,3,29.571882,29.76659,29.696419,691.22762,484,13.835993,14.081278,13.08125,12.431542,2.655172,3.241379,0.241379,0.37931,197.62069,193.448276,12.09,13
253,100610,53,17010201-302-2,302-2,0,NA,0,1596.75,0.01945,106.18,0.993597,10.76,18.08373241,19.85115376,1.586206897,0.137931034,202.3103448,0,0,0,53,17010201,Upper Clark Fork,12,360954,5097087,12,360954,5097087,10/14/2015,0,45,45,45,1/16/2017,3,30.88389,30.966364,30.883562,298.123026,484,17.623691,17.947795,17.188054,16.409211,2.793103,3.344828,0.241379,0.344828,197.689655,193.689655,12.01,12.91
254,100611,52,17010201-302-3,302-3,0,NA,0,1616.19,0.01945,106.18,0.993597,10.66,18.08373241,19.85115376,1.586206897,0.137931034,202.3103448,0,0,0,52,17010201,Upper Clark Fork,12,360351,5096368,12,360351,5096368,10/14/2015,0,45,45,45,1/16/2017,3,31.747658,31.533001,31.777742,176.299265,484,17.623691,17.947795,17.188054,16.409211,2.793103,3.344828,0.241379,0.344828,197.689655,193.689655,11.9,12.81
255,100612,51,17010201-302-4,302-4,0,NA,0,1652.97,0.01945,106.18,0.993597,10.27,18.08373241,19.85115376,1.586206897,0.137931034,202.3103448,0,0,0,51,17010201,Upper Clark Fork,12,360053,5095409,12,360053,5095409,10/14/2015,0,45,45,45,1/16/2017,3,32.051983,32.02021,31.825439,145.649948,484,17.623691,17.947795,17.188054,16.409211,2.793103,3.344828,0.241379,0.344828,197.689655,193.689655,11.5,12.39
256,100613,5,17010201-164-1,164-1,0,NA,0,1938.97,0.04043,3.31,0.993597,9.34,0.196285583,0.237776111,2.103448276,0.103448276,205.862069,0,0,0,5,17010201,Upper Clark Fork,12,362333,5088257,12,362333,5088257,10/31/2015,0,45,45,45,3/20/2017,0,45,45,45,0,484,0.189551,0.194107,0.202513,0.192635,2.965517,3.655172,0.310345,0.413793,199.517241,194.275862,10.53,11.4
258,100614,6,17010201-166-1,166-1,0,NA,0,1943.25,0.02895,4.66,0.993597,9.44,0.288239252,0.348766511,2,0.103448276,205.4827586,0,0,0,6,17010201,Upper Clark Fork,12,362409,5089109,12,362409,5089109,10/14/2015,0,45,45,45,1/16/2017,0,45,45,45,0,484,0.278044,0.284645,0.297954,0.283903,2.827586,3.586207,0.310345,0.37931,199.275862,194.310345,10.64,11.5
259,100615,10,17010201-183-1,183-1,0,NA,0,1850.13,0.05989,7.74,0.993597,9.45,0.64430394,0.774877235,2.068965517,0.034482759,203.3103448,0,0,0,10,17010201,Upper Clark Fork,12,361427,5090098,12,361427,5090098,10/14/2015,0,45,45,45,1/16/2017,3,31.412752,31.293346,31.22327,227.495488,484,0.617914,0.631602,0.672745,0.646709,2.827586,3.448276,0.275862,0.344828,198.793103,194.517241,10.65,11.51
260,100616,9,17010201-183-2,183-2,0,NA,0,1850.13,0.05989,7.74,0.993597,9.45,0.64430394,0.774877235,2.068965517,0.034482759,203.3103448,0,0,0,9,17010201,Upper Clark Fork,12,361989,5089300,12,361989,5089300,10/14/2015,0,45,45,45,1/16/2017,2,39.996147,38.667362,45,0.708526,484,0.617914,0.631602,0.672745,0.646709,2.827586,3.448276,0.275862,0.344828,198.793103,194.517241,10.65,11.51
261,100617,20,17010201-191-2,191-2,0,NA,0,1776.86,0.03232,7.02,0.993597,10.59,0.889075503,1.061935872,2.172413793,0.172413793,201.1724138,0,0,0,20,17010201,Upper Clark Fork,12,362055,5091260,12,362055,5091260,10/31/2015,0,45,45,45,3/20/2017,0,45,45,45,0,484,0.847623,0.865029,0.937197,0.908967,3.172414,3.793103,0.206897,0.413793,198.034483,194.793103,11.83,12.73
263,100677,21,17010201-212-1,212-1,0,NA,0,1803.45,0.03545,11.01,0.993597,9.92,1.062998911,1.25600339,2.172413793,0.068965517,203.1034483,0,0,0,21,17010201,Upper Clark Fork,12,361280,5090758,12,361280,5090758,10/20/2015,0,45,45,45,1/16/2017,3,31.297588,31.300135,31.121103,238.691244,484,1.018834,1.03844,1.091902,1.048999,2.758621,3.413793,0.172414,0.344828,198.931034,194.793103,11.13,12.02
264,100678,23,17010201-226-1,226-1,0,NA,0,1750.11,0.03944,12.36,0.993597,10.01,1.225377437,1.450080937,2.137931034,0.068965517,202.8965517,0,0,0,23,17010201,Upper Clark Fork,12,361273,5091726,12,361273,5091726,10/20/2015,0,45,45,45,1/16/2017,3,31.902605,31.916122,32.089069,145.210938,484,1.173641,1.196424,1.263169,1.215078,2.758621,3.482759,0.137931,0.310345,198.724138,194.827586,11.23,12.11
265,100679,33,17010201-255-1,255-1,0,NA,0,1724.57,0,23.5,0.993597,10.99,2.672129414,3.163324569,2.206896552,0.103448276,201.862069,0,0,0,33,17010201,Upper Clark Fork,12,360803,5092355,12,360803,5092355,10/20/2015,0,45,45,45,1/16/2017,3,32.644032,32.406235,32.71756,95.430433,484,2.557517,2.607536,2.776087,2.680019,3.068966,3.862069,0.206897,0.413793,198.310345,194.689655,12.25,13.16
266,100680,34,17010201-258-1,258-1,0,NA,0,1694.47,0.0303,25.88,0.993597,10.33,2.957057771,3.503875737,2.206896552,0.103448276,201.862069,9632,1,0,34,17010201,Upper Clark Fork,12,360197,5093732,12,360197,5093732,10/20/2015,0,45,45,45,1/16/2017,3,32.153584,31.894081,32.069416,138.623047,484,2.829159,2.884752,3.076612,2.97144,3.137931,3.793103,0.206897,0.37931,198.275862,194.689655,11.56,12.46
267,100681,38,17010201-287-1,287-1,0,NA,0,1675.01,0.03159,29.3,0.993597,10.84,3.393471335,4.025484577,2.137931034,0.103448276,201.7931034,9630,1,0,38,17010201,Upper Clark Fork,12,360016,5094230,12,360016,5094230,10/20/2015,0,45,45,45,1/16/2017,3,30.989418,30.84103,30.95998,294.496134,484,3.245223,3.309354,3.536913,3.417798,3.103448,3.793103,0.172414,0.37931,198.275862,194.793103,12.09,13
272,100684,227,17010201-533-4,533-4,1,Warm Springs Creek,0,1732.48,0.01442,285.88,0.865949,10.85,87.10740875,88.71928811,0.862068966,0.172413793,205.5517241,0,0,0,227,17010201,Upper Clark Fork,12,340126,5114309,12,340126,5114309,10/20/2015,3,35.997997,36.363735,36.078793,1/16/2017,3,38.672836,39.015057,39.27095,1.235085,574,89.234588,93.009357,63.551721,56.585373,2.482759,5.448276,0.344828,0.896552,193.482759,183.62069,12.1,13.01
274,100685,229,17010201-539-3,539-3,1,Warm Springs Creek,0,1781.38,0.01427,256.34,0.865949,10.88,79.55215116,80.80510612,0.827586207,0.206896552,205.5517241,0,0,0,229,17010201,Upper Clark Fork,12,337193,5114093,12,337193,5114093,10/20/2015,3,36.44595,35.976921,36.119934,1/16/2017,3,37.550304,39.108597,36.965061,3.061451,574,81.54482,85.013575,57.392065,51.04652,2.551724,5.413793,0.344828,0.931034,193.62069,183.724138,12.13,13.04
